author,2020,2021,2022,2023,2024
Junho Kim,0,1,0,0,1
Byung-Kwan Lee,0,1,0,0,0
Yong Man Ro,0,1,0,0,0
Songzhu Zheng,0,1,0,0,0
Yikai Zhang,0,1,0,0,0
Hubert Wagner,0,1,0,0,0
Mayank Goswami,0,1,0,0,0
Chao Chen,0,1,0,0,1
Akshay Mehra,0,1,0,0,0
Jihun Hamm,0,1,0,0,0
Zhuolin Yang,0,2,1,1,0
Linyi Li,0,2,4,0,0
Xiaojun Xu,0,1,2,0,0
Shiliang Zuo,0,1,0,0,0
Qian Chen,0,1,0,1,0
Pan Zhou,0,1,0,0,1
Benjamin I. P. Rubinstein,0,1,1,1,1
Ce Zhang,0,2,1,0,0
Ilia Shumailov,0,2,3,0,1
Zakhar Shumaylov,0,1,0,0,0
Dmitry Kazhdan,0,1,0,0,0
Yiren Zhao,0,2,0,0,0
Murat A. Erdogdu,0,1,0,0,0
Ross J. Anderson,0,2,0,0,0
Sahra Ghalebikesabi,0,1,0,0,0
Lucile Ter-Minassian,0,1,0,0,0
Karla DiazOrdaz,0,1,0,0,0
Chris C. Holmes,0,1,0,0,0
Weizhe Hua,0,1,0,0,0
Yichi Zhang,0,1,0,0,1
Chuan Guo,0,2,0,3,0
Zhiru Zhang,0,2,0,0,0
G. Edward Suh,0,1,0,1,0
Alexis Ross,0,1,0,0,0
Juncheng Liu,0,1,0,0,0
Kenji Kawaguchi,0,2,0,0,1
Bryan Hooi,0,1,0,0,0
Yiwei Wang,0,1,0,0,0
Xiaokui Xiao,0,1,0,0,0
Khoa D. Doan,0,1,1,1,0
Yingjie Lao,0,1,1,0,0
Ping Li,0,1,2,0,0
Ecenaz Erdemir,0,1,0,0,0
Jeffrey Bickford,0,1,0,0,0
Luca Melis,0,1,0,0,0
Sergül Aydöre,0,1,1,0,0
Anshul Nasery,0,1,0,0,0
Soumyadeep Thakur,0,1,0,0,0
Vihari Piratla,0,1,0,0,0
Abir De,0,1,0,0,0
Sunita Sarawagi,0,1,0,0,0
Chen Ma,0,1,0,0,0
Xiangyu Guo,0,1,0,0,0
Li Chen,0,1,0,0,0
Jun-Hai Yong,0,1,0,0,0
Fu-En Yang,0,1,0,0,0
Yuan-Chia Cheng,0,1,0,0,0
Zu-Yun Shiau,0,1,0,0,0
Yu-Chiang Frank Wang,0,1,0,0,0
Yu-Lin Tsai,0,1,0,0,1
Maura Pintor,0,1,1,0,0
Fabio Roli,0,1,1,1,0
Battista Biggio,0,1,1,1,0
Sasha Sheng,0,1,0,0,0
Amanpreet Singh,0,1,0,0,0
Vedanuj Goswami,0,1,0,0,0
Jose Alberto Lopez Magana,0,1,0,0,0
Tristan Thrush,0,1,0,0,0
Wojciech Galuba,0,1,0,0,0
Devi Parikh,0,1,0,0,0
Douwe Kiela,0,1,0,0,0
Naren Manoj,0,1,0,0,1
Avrim Blum,0,1,1,1,0
Mayank Agarwal,0,1,0,0,0
Mikhail Yurochkin,0,2,0,0,0
Yuekai Sun,0,2,0,0,0
Yihui Quek,0,1,0,0,0
Srinivasan Arunachalam,0,1,0,0,0
John A. Smolin,0,1,0,0,0
Grzegorz Gluch,0,2,0,0,0
Rüdiger L. Urbanke,0,2,0,0,0
Wenshuo Guo,0,1,0,0,0
Emmanouil Zampetakis,0,1,0,0,0
Ido Galil,0,1,0,0,0
Ran El-Yaniv,0,1,0,1,0
Lijie Fan,0,1,0,0,0
Chuang Gan,0,1,0,0,0
Yinglun Xu,0,1,0,0,0
Bhuvesh Kumar,0,1,0,0,0
Jacob D. Abernethy,0,1,0,0,0
Yuanyuan Shi,0,1,0,0,0
Giorgia Ramponi,0,1,0,0,0
Alberto Maria Metelli,0,1,0,0,0
Alessandro Concetti,0,1,0,0,0
Marcello Restelli,0,1,0,0,0
Mengchu Li,0,1,0,0,0
Yi Yu,0,1,0,0,1
Qizhou Wang,0,1,1,0,0
Feng Liu,0,2,2,3,1
Chen Gong,0,1,1,0,0
Muzammal Naseer,0,1,0,0,0
Kanchana Ranasinghe,0,1,0,0,0
Salman Khan,0,1,0,0,0
Munawar Hayat,0,1,0,0,0
Fahad Shahbaz Khan,0,1,0,0,0
Robert Geirhos,0,1,0,0,0
Kantharaju Narayanappa,0,1,0,0,0
Benjamin Mitzkus,0,1,0,0,0
Tizian Thieringer,0,1,0,0,0
Felix A. Wichmann,0,1,0,0,0
Sitan Chen,0,1,0,0,0
Adam R. Klivans,0,1,0,0,0
Raghu Meka,0,1,1,0,0
Mohammad Ali Bashiri,0,1,0,0,0
Brian D. Ziebart,0,1,0,0,0
El-Mahdi El-Mhamdi,0,1,0,0,0
Sadegh Farhadkhani,0,1,1,1,0
Rachid Guerraoui,0,1,1,3,1
Arsany Guirguis,0,1,0,0,0
Lê-Nguyên Hoang,0,1,0,1,0
Sébastien Rouault,0,1,0,0,0
Yatao Bian,0,1,0,0,0
Shiji Zhou,0,1,0,0,0
Kailas Vodrahalli,0,1,0,0,0
James Y. Zou,0,1,0,0,2
Tommaso d'Orsi,0,1,0,0,0
Chih-Hung Liu,0,1,0,0,1
Rajai Nasser,0,1,0,0,0
Gleb Novikov,0,1,0,0,2
David Steurer,0,1,0,0,1
Stefan Tiegel,0,1,0,0,1
Wenhan Xian,0,1,0,0,0
Jongho Park,0,2,0,0,0
Christos Tzamos,0,2,0,0,0
Dantong Niu,0,1,0,0,0
Ruohao Guo,0,1,0,0,0
Tuomas P. Oikarinen,0,1,0,0,0
Wang Zhang,0,1,0,0,0
Alexandre Megretski,0,1,0,0,0
Jeffrey Negrea,0,1,0,0,0
Blair L. Bilodeau,0,1,0,0,0
Nicolò Campolongo,0,1,0,0,0
Francesco Orabona,0,1,0,0,0
Daniel M. Roy,0,1,0,0,0
Yu Shen,0,1,0,0,0
Laura Y. Zheng,0,1,0,0,0
Manli Shu,0,2,1,1,1
Weizi Li,0,1,0,0,0
Ming C. Lin,0,1,0,0,0
Giang Nguyen,0,1,0,0,0
Daeyoung Kim,0,1,0,0,0
Anh Nguyen,0,1,0,0,0
Yue Xing,0,1,2,0,0
Qifan Song,0,1,2,0,0
Guang Cheng,0,1,2,1,0
Mike Wu,0,1,0,0,0
Noah D. Goodman,0,1,0,0,0
Lijun Ding,0,1,0,0,0
Liwei Jiang,0,1,0,0,2
Yudong Chen,0,1,0,0,0
Qing Qu,0,1,1,0,0
Zhihui Zhu,0,1,2,0,0
Yutong Bai,0,1,0,0,0
Jieru Mei,0,1,0,0,0
Chengyuan Yao,0,1,0,0,0
Petar Tsankov,0,1,0,0,0
Sandesh Kamath,0,1,0,0,0
Amit Deshpande,0,1,0,0,0
Subrahmanyam Kambhampati Venkata,0,1,0,0,0
Anna Bair,0,1,0,0,0
Zuxuan Wu,0,1,0,0,0
Guanghui Wang,0,1,0,0,0
Yuanyu Wan,0,1,0,0,1
Tianbao Yang,0,1,0,2,1
Lijun Zhang,0,1,0,0,2
Priya L. Donti,0,1,0,0,0
Aayushya Agarwal,0,1,0,0,0
Neeraj Vijay Bedmutha,0,1,0,0,0
Larry T. Pileggi,0,1,0,0,0
Dushyant Sahoo,0,1,0,0,0
Christos Davatzikos,0,1,0,0,0
Guru Guruganesh,0,1,0,0,0
Allen Liu,0,1,0,0,0
Jon Schneider,0,1,0,0,0
Joshua R. Wang,0,1,0,0,0
Yanxi Li,0,1,0,1,0
Zhaohui Yang,0,1,0,0,0
Yang Bai,0,1,1,0,0
Xin Yan,0,1,0,0,0
Yong Jiang,0,1,1,0,0
Yifang Chen,0,2,0,0,0
Kevin G. Jamieson,0,1,0,0,0
Jinwoo Jeon,0,1,0,0,0
Jaechang Kim,0,1,0,0,0
Sewoong Oh,0,2,0,2,1
Jungseul Ok,0,1,0,0,0
Sejun Park,0,1,0,0,0
Minkyu Kim,0,1,0,0,0
Heung-Chang Lee,0,1,0,0,0
Do-Guk Kim,0,1,0,0,0
Maksym Yatsura,0,1,0,0,0
Jan Hendrik Metzen,0,1,0,0,0
Wojciech Czaja,0,1,0,0,0
Artur Jordão,0,1,0,1,0
Hélio Pedrini,0,1,0,1,0
Greg Fields,0,1,0,0,0
Mohammad Samragh,0,1,0,0,0
Mojan Javaheripi,0,1,0,0,0
Farinaz Koushanfar,0,1,0,0,0
Tara Javidi,0,1,0,0,0
Salah Ghamizi,0,1,0,1,2
Maxime Cordy,0,1,0,1,2
Mike Papadakis,0,1,0,1,0
Yves Le Traon,0,1,0,1,0
Guillaume Jeanneret,0,2,0,0,0
Juan C. Pérez,0,3,0,0,0
Pablo Arbeláez,0,3,0,0,0
Xiangyu Qu,0,1,0,0,0
Stanley H. Chan,0,2,0,0,0
Motasem Alfarra,0,1,0,0,0
Laura Rueda,0,1,0,0,0
Ali K. Thabet,0,1,0,0,0
Abhiram Gnanasambandam,0,1,0,0,0
Alex M. Sherman,0,1,0,0,0
Pan Gao,0,1,0,0,0
Max Lennon,0,1,0,0,0
Nathan Drenkow,0,1,0,0,0
Philippe Burlina,0,1,0,0,0
Adith Boloor,0,1,0,0,0
Tong Wu,0,1,0,1,0
Patrick Naughton,0,1,0,0,0
Ayan Chakrabarti,0,1,0,1,0
Xuan Zhang,0,1,0,0,0
Diana Inkpen,0,1,0,0,0
Ahmed El-Roby,0,1,0,0,0
Yuzhen Ding,0,1,0,0,0
Nupur Thakur,0,1,0,0,0
Baoxin Li,0,1,0,0,0
Chaitanya Devaguptapu,0,1,0,0,0
Devansh Agarwal,0,1,0,0,0
Gaurav Mittal,0,1,0,0,0
Pulkit Gopalani,0,1,0,0,0
Niccolò Marini,0,1,0,0,0
Manfredo Atzori,0,1,0,0,0
Sebastian Otálora,0,1,0,0,0
Stéphane Marchand-Maillet,0,1,0,0,0
Henning Müller,0,1,0,0,0
Ajian Liu,0,1,0,0,0
Anyang Su,0,1,0,0,0
Xing Liu,0,1,0,0,0
Zijian Kong,0,1,0,0,0
Jun Wan,0,1,0,0,0
Sergio Escalera,0,1,0,0,0
Hugo Jair Escalante,0,1,0,0,0
Guodong Guo,0,1,1,0,0
Xiang Xu,0,1,0,0,0
Yuanjun Xiong,0,1,0,0,0
Wei Xia,0,1,0,0,0
Shen Chen,0,1,0,0,0
Taiping Yao,0,1,1,0,0
Ke-Yue Zhang,0,1,0,0,0
Yang Chen,0,1,0,0,0
Ke Sun,0,1,0,0,0
Shouhong Ding,0,1,1,1,0
Jilin Li,0,1,0,0,0
Feiyue Huang,0,1,0,0,0
Rongrong Ji,0,1,0,1,1
Angela Castillo,0,1,0,0,0
María Escobar,0,1,0,0,0
Andrés Romero,0,1,0,0,0
Radu Timofte,0,1,0,0,0
Luc Van Gool,0,1,0,0,0
Jiajun Huang,0,1,0,0,0
Xueyu Wang,0,1,0,0,0
Bo Du,0,1,0,0,1
Pei Du,0,1,0,0,0
NareshKumar Gurulingan,0,1,0,0,0
Elahe Arani,0,1,0,1,0
Bahram Zonooz,0,1,0,1,0
Saneem A. Chemmengath,0,1,0,0,0
Soumava Paul,0,1,0,0,0
Samarth Bharadwaj,0,1,0,0,0
Suranjana Samanta,0,1,0,0,0
Karthik Sankaranarayanan,0,1,0,0,0
Jingda Du,0,1,0,0,0
Si-Qi Liu,0,1,0,0,0
Bochao Zhang,0,1,0,0,0
Pong C. Yuen,0,1,0,0,0
Yuan Gao,0,1,0,1,0
Lok Hin Lee,0,1,0,0,0
Richard Droste,0,1,0,0,0
Rachel Craik,0,1,0,0,0
Sridevi Beriwal,0,1,0,0,0
Aris T. Papageorghiou,0,1,0,0,0
J. Alison Noble,0,1,0,0,0
Puspita Majumdar,0,1,0,0,0
Surbhi Mittal,0,1,0,0,0
Carlo Alberto Barbano,0,1,0,0,0
Enzo Tartaglione,0,1,0,0,0
Marco Grangetto,0,1,0,0,0
Xingyang Ni,0,1,0,0,0
Heikki Huttunen,0,1,0,0,0
Esa Rahtu,0,1,0,0,0
Jayadev Acharya,0,1,0,1,0
Ziteng Sun,0,1,0,0,0
Huanyu Zhang,0,1,0,0,0
Abhinav Aggarwal,0,1,0,0,0
Shiva Prasad Kasiviswanathan,0,1,0,0,0
Zekun Xu,0,1,0,0,0
Oluwaseyi Feyisetan,0,1,0,0,0
Nathanael Teissier,0,1,0,0,0
Gregor Bachmann,0,1,0,0,0
Arjun Nitin Bhagoji,0,1,2,1,0
Daniel Cullina,0,1,0,1,0
HanQin Cai,0,1,0,0,0
Yuchen Lou,0,1,0,0,0
Daniel McKenzie,0,1,0,0,0
Wotao Yin,0,1,0,0,0
Xu Cai,0,1,0,0,0
Kevin Jamieson,0,1,0,0,0
Dian Chen,0,1,0,0,0
Hongxin Hu,0,1,1,1,0
Qian Wang,0,1,0,1,1
Yinli Li,0,1,0,0,0
Cong Wang,0,1,1,0,0
Chao Shen,0,1,2,0,1
Qi Li,0,1,0,0,0
Wuxinlin Cheng,0,1,0,0,0
Chenhui Deng,0,1,0,0,0
Zhiqiang Zhao,0,1,0,0,0
Yaohui Cai,0,1,0,0,0
Zhuo Feng,0,1,0,0,0
Christopher A. Choquette-Choo,0,1,0,3,0
Zac Cranko,0,1,0,0,0
Richard Nock,0,1,1,0,0
Simon Kornblith,0,1,0,0,0
Sebastian Curi,0,1,0,0,0
Ilija Bogunovic,0,1,1,0,1
Andreas Krause,0,3,1,0,0
Ashok Cutkosky,0,1,0,0,0
Christoph Dann,0,1,0,0,0
Abhimanyu Das,0,1,1,0,0
Claudio Gentile,0,1,0,0,1
Aldo Pacchiano,0,1,0,0,0
Manish Purohit,0,1,0,0,0
Mohammad Zalbagi Darestani,0,1,0,0,0
Akshay S. Chaudhari,0,1,0,0,0
Reinhard Heckel,0,1,0,1,0
Deepesh Data,0,1,0,0,0
Suhas N. Diggavi,0,1,0,0,0
Giacomo De Palma,0,1,0,0,0
Bobak Toussi Kiani,0,1,0,0,0
Seth Lloyd,0,1,0,0,0
Laurens Devos,0,1,0,0,1
Wannes Meert,0,1,0,0,0
Jesse Davis,0,1,0,0,1
Xuefeng Du,0,1,0,0,0
Panagiotis Eustratiadis,0,1,0,0,0
Henry Gouk,0,1,0,0,0
Da Li,0,1,0,0,0
Timothy M. Hospedales,0,1,0,0,0
Spencer Frei,0,2,0,1,0
Yuan Cao,0,1,0,0,0
Meng Li,0,1,0,0,0
Vikas Chandra,0,1,0,0,0
Ruize Gao,0,1,1,0,0
Ganesh Ghalme,0,1,1,0,0
Vineet Nair,0,1,1,0,0
Itay Eilat,0,1,0,0,0
Inbal Talgam-Cohen,0,1,1,0,0
Nir Rosenfeld,0,2,2,1,0
Sui Huang,0,1,0,0,0
Nezihe Merve Gürel,0,1,0,0,0
Xiangyu Qi,0,1,0,1,1
Luka Rimanic,0,1,0,0,0
Jonathan Hayase,0,1,0,1,2
Weihao Kong,0,1,1,1,0
Raghav Somani,0,1,0,0,0
Sai Praneeth Karimireddy,0,1,0,0,0
Lie He,0,1,0,0,0
Martin Jaggi,0,1,0,0,0
David Khachaturov,0,1,0,0,0
Johannes Kirschner,0,1,0,0,0
Anna-Kathrin Kopetzki,0,1,0,0,0
Bertrand Charpentier,0,1,0,1,0
Sandhya Giri,0,1,0,0,0
Pierre Laforgue,0,1,0,0,0
Guillaume Staerman,0,1,0,0,0
Stéphan Clémençon,0,1,0,0,0
Maximilian Lam,0,1,0,0,0
Gu-Yeon Wei,0,1,0,0,0
David Brooks,0,1,0,0,0
Vijay Janapa Reddi,0,1,0,0,0
Michael Mitzenmacher,0,1,0,0,0
Sagi Levanon,0,1,1,0,0
Tian Li,0,1,0,0,0
Shengyuan Hu,0,1,0,0,1
Ahmad Beirami,0,1,0,0,0
Virginia Smith,0,1,1,0,1
Zhong Li,0,1,0,0,0
Minxue Pan,0,1,0,0,0
Tian Zhang,0,1,0,0,0
Xuandong Li,0,1,0,0,0
Kaizhao Liang,0,1,0,0,0
Jacky Y. Zhang,0,1,1,0,0
Boxin Wang,0,1,1,1,0
Sanmi Koyejo,0,1,2,1,0
Peiyuan Liao,0,1,0,0,0
Keyulu Xu,0,1,0,0,0
Tommi S. Jaakkola,0,1,0,0,0
Stefanie Jegelka,0,1,0,0,1
Yaxin Li,0,2,0,0,0
Hua Liu,0,1,0,0,0
Yiqi Wang,0,1,0,0,0
Ming Yan,0,1,0,0,0
Zifan Liu,0,1,0,0,0
Theodoros Rekatsinas,0,1,0,0,0
Boyang Liu,0,1,0,0,0
Mengying Sun,0,1,0,0,0
Ding Wang,0,1,0,0,0
Jiayu Zhou,0,1,1,2,0
Hanwen Liu,0,1,0,1,0
Zhenyu Weng,0,1,0,1,0
Yuesheng Zhu,0,1,0,1,0
Yang Young Lu,0,1,0,0,0
William Stafford Noble,0,1,0,0,0
Andreas Maurer,0,1,0,0,0
Daniela Angela Parletta,0,1,0,0,0
Andrea Paudice,0,1,0,0,0
Alessio Mazzetto,0,1,0,0,0
Cyrus Cousins,0,1,0,0,0
Dylan Sam,0,1,0,0,0
Stephen H. Bach,0,1,0,0,0
Eli Upfal,0,1,0,0,0
Mohammad Mehrabi,0,1,0,0,0
Adel Javanmard,0,1,0,0,0
Ryan A. Rossi,0,1,0,0,0
Anup B. Rao,0,1,0,0,0
Tung Mai,0,1,0,0,0
Meyer Scetbon,0,1,0,0,0
Michal Moshkovitz,0,1,0,0,0
Debarghya Mukherjee,0,1,0,0,0
Aritra Guha,0,1,0,1,0
Justin M. Solomon,0,1,0,0,0
Ozan Özdenizci,0,1,0,0,0
Robert Legenstein,0,1,0,0,0
Jayaram Raghuram,0,1,0,1,0
Varun Chandrasekaran,0,1,0,0,0
Suman Banerjee,0,1,0,0,0
Netanel Raviv,0,1,0,0,0
Aidan Kelley,0,1,0,0,0
Minzhe Guo,0,1,0,0,0
Jiaxiang Ren,0,1,0,1,0
Jiayin Jin,0,2,0,1,0
Xin Zhao,0,2,1,0,0
Sixing Wu,0,1,0,0,0
Tianshi Che,0,1,1,0,0
Avi Schwarzschild,0,1,0,0,1
Arjun Gupta,0,1,0,0,0
Jie Shen,0,1,2,1,0
Guangyu Shen,0,1,1,2,0
Yingqi Liu,0,1,1,1,0
Guanhong Tao,0,1,1,3,0
Shengwei An,0,1,1,1,0
Qiuling Xu,0,1,1,0,0
Siyuan Cheng,0,1,0,1,0
Shiqing Ma,0,1,3,2,0
Xiangyu Zhang,0,1,1,3,1
Carl-Johann Simon-Gabriel,0,1,1,0,0
Noman Ahmed Sheikh,0,1,0,0,0
Ravi Sundaram,0,1,0,0,0
Anil Vullikanti,0,1,0,0,0
Fan Yao,0,1,0,0,0
Fnu Suya,0,1,0,1,0
Anshuman Suri,0,1,0,0,0
Piotr Teterwak,0,1,0,0,0
Chiyuan Zhang,0,1,2,1,0
Dilip Krishnan,0,1,0,0,0
Michael C. Mozer,0,1,0,0,0
Daniël Vos,0,1,0,0,0
Sicco Verwer,0,1,0,0,0
Zi Wang,0,1,0,0,0
Yunjuan Wang,0,1,1,0,1
Poorya Mianjy,0,1,1,1,0
Ruihan Wu,0,1,0,0,0
Felix Wu,0,1,0,0,0
Rahul Kidambi,0,1,0,0,0
Laurens van der Maaten,0,1,0,0,0
Kilian Q. Weinberger,0,1,0,0,0
Tianhao Wu,0,1,0,0,0
Yunchang Yang,0,1,0,0,0
Liwei Wang,0,2,2,0,0
Chulin Xie,0,1,1,1,1
Minghao Chen,0,1,0,0,0
Wei Le,0,1,0,0,0
Lingjun Zhou,0,1,0,0,0
Anil K. Jain,0,1,0,0,0
Hanshu Yan,0,1,0,0,0
Jiashi Feng,0,1,0,0,0
Vincent Y. F. Tan,0,2,0,0,0
Yi-Rui Yang,0,1,0,0,0
Wu-Jun Li,0,1,0,0,0
Yongyi Yang,0,1,0,0,0
Tang Liu,0,1,0,0,0
Yangkun Wang,0,1,0,0,0
Jinjing Zhou,0,1,0,0,0
Quan Gan,0,1,0,0,0
Zhewei Wei,0,1,1,0,1
Zheng Zhang,0,1,0,0,0
Zengfeng Huang,0,1,0,0,0
David Wipf,0,1,0,0,0
Eric C. Yeats,0,1,0,0,0
Mingyang Yi,0,1,0,0,0
Lu Hou,0,1,0,0,0
Lifeng Shang,0,1,0,0,0
Xin Jiang,0,1,0,0,1
Qun Liu,0,1,0,0,0
Zhiming Ma,0,1,0,0,0
Jongmin Yoon,0,1,0,0,0
Juho Lee,0,1,0,0,0
Santiago Zanella-Béguelin,0,1,0,0,1
Andrew Paverd,0,1,0,0,0
Boris Köpf,0,1,0,0,0
Bohang Zhang,0,1,1,0,0
Tianle Cai,0,1,0,0,1
Zhou Lu,0,1,0,0,1
Di He,0,1,1,0,0
Wen Sun,0,1,0,0,1
Bo Chen,0,1,0,0,0
Huichen Li,0,1,0,0,0
Shuang Yang,0,1,0,0,0
Shufei Zhang,0,1,0,0,0
Zhuang Qian,0,1,0,0,0
Kaizhu Huang,0,1,0,0,0
Qiufeng Wang,0,1,0,0,0
Rui Zhang,0,1,0,0,0
Xinping Yi,0,1,0,0,0
Mengjiao Zhang,0,1,0,0,0
Shusen Wang,0,1,0,0,0
Da Yan,0,1,0,1,0
Zixin Zhong,0,1,0,0,0
Wang Chi Cheung,0,1,0,0,0
Fangwei Zhong,0,1,0,0,0
Peng Sun,0,1,0,0,0
Wenhan Luo,0,1,0,1,0
Tingyun Yan,0,1,0,0,0
Yizhou Wang,0,1,0,0,0
Dawei Zhou,0,1,2,2,0
Nannan Wang,0,1,2,2,1
Chunlei Peng,0,1,0,0,0
Xinbo Gao,0,1,1,2,1
Mingkang Zhu,0,1,0,0,0
Difan Zou,0,1,0,0,0
Qibing Ren,0,0,1,0,0
Zhun Zhong,0,0,1,0,1
Yuyang Zhao,0,0,1,0,0
Gim Hee Lee,0,0,1,0,0
Nicu Sebe,0,0,1,0,0
Maximilian Augustin,0,0,1,0,0
Valentyn Boreiko,0,0,1,0,0
Ziqi Zhao,0,0,1,0,0
Sarah Sachs,0,0,1,0,0
Hédi Hadiji,0,0,1,0,0
Tim van Erven,0,0,1,1,0
Cristóbal Guzmán,0,0,2,0,0
Rajat Sen,0,0,1,0,0
Biru Zhu,0,0,1,0,0
Yujia Qin,0,0,1,0,0
Ganqu Cui,0,0,2,0,0
Yangyi Chen,0,0,2,0,0
Weilin Zhao,0,0,1,0,0
Chong Fu,0,0,1,0,0
Yangdong Deng,0,0,1,0,0
Zhiyuan Liu,0,0,2,0,0
Jingang Wang,0,0,1,0,0
Wei Wu,0,0,1,0,0
Maosong Sun,0,0,2,0,0
Ming Gu,0,0,2,0,0
Songhua Liu,0,0,1,0,0
Xingyi Yang,0,0,1,0,0
Jingwen Ye,0,0,1,0,0
Xinchao Wang,0,0,1,1,0
Yuanhao Ban,0,0,1,0,0
Greg Shakhnarovich,0,0,1,0,0
Samyak Jain,0,0,1,0,1
Zishun Yu,0,0,1,0,0
Wenxiao Wang,0,0,2,1,0
Pingyi Hu,0,0,1,0,0
Zihan Wang,0,0,1,0,0
Ruoxi Sun,0,0,1,0,0
Hu Wang,0,0,1,0,0
Minhui Xue,0,0,1,2,0
Bogdan Kulynych,0,0,1,0,1
Jaroslaw Blasiok,0,0,1,0,0
Preetum Nakkiran,0,0,1,0,0
Weihao Sun,0,0,1,0,0
Adrian Weller,0,0,1,0,0
Weixia Zhang,0,0,1,0,0
Dingquan Li,0,0,1,0,0
Xiongkuo Min,0,0,1,0,0
Xiaokang Yang,0,0,2,0,1
Kede Ma,0,0,1,0,0
Miklós Z. Horváth,0,0,1,0,0
Mark Niklas Müller,0,0,1,1,2
Yuchen Liu,0,0,1,1,0
Yanjun Han,0,0,1,0,0
Kunhe Yang,0,0,1,0,1
Fred Lu,0,0,1,0,0
Joseph Munoz,0,0,1,0,0
Maya Fuchs,0,0,1,0,0
Tyler LeBlond,0,0,1,0,0
Elliott Zaresky-Williams,0,0,1,0,0
Edward Raff,0,0,2,0,0
Francis Ferraro,0,0,1,0,0
Brian Testa,0,0,1,0,0
Binghui Li,0,0,1,0,0
Jikai Jin,0,0,1,0,0
Han Zhong,0,0,1,2,0
John E. Hopcroft,0,0,1,0,0
Shangquan Sun,0,0,1,0,0
Wenqi Ren,0,0,1,0,0
Tao Wang,0,0,1,1,2
Xiaochun Cao,0,0,1,1,0
Jiazhi Guan,0,0,1,0,0
Hang Zhou,0,0,1,0,0
Zhibin Hong,0,0,1,0,0
Errui Ding,0,0,1,0,0
Chengbin Quan,0,0,1,0,0
Youjian Zhao,0,0,1,0,0
Runlin Lei,0,0,1,0,1
Zhen Wang,0,0,1,0,0
Yaliang Li,0,0,1,0,1
Bolin Ding,0,0,1,0,0
Mohammad Azizmalayeri,0,0,1,0,0
Arshia Soltani Moakhar,0,0,1,0,0
Arman Zarei,0,0,1,0,0
Reihaneh Zohrabi,0,0,1,0,0
Mohammad Taghi Manzuri,0,0,1,0,0
Mohammad Hossein Rohban,0,0,1,0,1
Lifan Yuan,0,0,1,0,0
Bingxiang He,0,0,1,0,0
Zikui Cai,0,0,1,0,0
Srikanth Krishnamurthy,0,0,1,0,0
Amit Roy-Chowdhury,0,0,2,0,0
Salman Asif,0,0,1,0,0
Xuanli He,0,0,1,0,0
Qiongkai Xu,0,0,1,0,0
Yi Zeng,0,0,1,2,1
Fangzhao Wu,0,0,2,2,0
Jiwei Li,0,0,1,0,0
Ruoxi Jia,0,0,1,1,0
Yongri Piao,0,0,1,0,0
Chenyang Lu,0,0,1,0,0
Miao Zhang,0,0,1,0,0
Huchuan Lu,0,0,1,0,0
Xiyuan Li,0,0,1,0,1
Zou Xin,0,0,1,0,0
Sijie Wang,0,0,1,1,0
Kai Zhao,0,0,1,1,0
Enayat Ullah,0,0,1,0,1
Aniket Das,0,0,1,0,0
Bernhard Schölkopf,0,0,3,0,0
Michael Muehlebach,0,0,1,0,0
Kristian Georgiev,0,0,1,1,1
Florian Wenzel,0,0,1,0,0
Andrea Dittadi,0,0,1,0,0
Peter V. Gehler,0,0,1,0,0
Max Horn,0,0,1,0,0
Dominik Zietlow,0,0,1,0,0
David Kernert,0,0,1,0,0
Chris Russell,0,0,1,0,0
Thomas Brox,0,0,1,0,0
Francesco Locatello,0,0,1,0,0
Xiaofeng Mao,0,0,1,0,0
Yuefeng Chen,0,0,2,0,0
Ranjie Duan,0,0,1,0,1
Yao Zhu,0,0,2,0,0
Gege Qi,0,0,1,0,0
Shaokai Ye,0,0,1,0,0
Xiaodan Li,0,0,2,0,1
Rong Zhang,0,0,2,0,0
Hui Xue,0,0,2,0,0
Shengming Yuan,0,0,1,0,0
Qilong Zhang,0,0,1,0,0
Lianli Gao,0,0,1,0,0
Yaya Cheng,0,0,1,0,0
Jingkuan Song,0,0,1,0,0
Mislav Balunovic,0,0,1,1,1
Dimitar I. Dimitrov,0,0,1,0,2
Nikola Jovanovic,0,0,1,0,0
Tao Qi,0,0,1,0,0
Chuhan Wu,0,0,1,0,0
Tong Xu,0,0,1,0,0
Hao Liao,0,0,1,0,0
Zhongliang Yang,0,0,1,0,0
Yongfeng Huang,0,0,1,0,0
Xing Xie,0,0,1,1,0
Yang Jiao,0,0,1,0,0
Kai Yang,0,0,1,0,0
Dongjin Song,0,0,1,0,0
Zexuan Zhong,0,0,1,0,0
Tianyu Gao,0,0,1,0,0
Danqi Chen,0,0,1,0,0
Guillaume Leclerc,0,0,2,2,0
Sai Vemprala,0,0,1,0,0
Vibhav Vineet,0,0,2,0,0
Kai Yuanqing Xiao,0,0,1,0,0
Pengchuan Zhang,0,0,1,0,0
Shibani Santurkar,0,0,1,0,0
Anna Kuzina,0,0,1,0,0
Max Welling,0,0,1,0,0
Jakub M. Tomczak,0,0,1,0,0
Yichuan Mo,0,0,2,0,1
Liangliang Shi,0,0,1,0,0
Felix Mujkanovic,0,0,1,0,0
Daniel M. Ziegler,0,0,1,0,0
Seraphina Nix,0,0,1,0,0
Lawrence Chan,0,0,1,0,0
Tim Bauman,0,0,1,0,0
