Class_Id,University,uuid,Course Name,URL Used,Semester,Sample,Education Level,Lecture,Notes,Code 1,Code 2,Code 3,Code 4,,
27,Uchicago,Fundamentals of Deep Learning23-SP,Fundamentals of Deep Learning,https://mcallester.github.io/ttic-31230/,23-SP,Fundamentals of Deep Learning23-SP.pdf,undergraduate,1,A Timeline of Deep Leaning focusing on when and where current methods were introduced.,other->ml,,,,,
27,,,,,,,undergraduate,2,The Fundamental Equations of Deep Learning,other->ml,,,,,
27,,,,,,,undergraduate,3,Deep Learning Frameworks,other->ml,,,,,
27,,,,,,,undergraduate,4,Backpropagation for Scalar Source Code,other->ml,,,,,
27,,,,,,,undergraduate,5,Framework Objects and Backpropagation for Tensor Source Code,other->ml,,,,,
27,,,,,,,undergraduate,6,Minibatching: The Batch Index,other->ml,,,,,
27,,,,,,,undergraduate,7,The Educational Framework (EDF),other->ml,,,,,
27,,,,,,,undergraduate,8,Einstein Notation and Convolutional Neural Networks (CNNs),other->ml,,,,,
27,,,,,,,undergraduate,9,"Initialization, Normalization and Residual Connections",other->ml,,,,,
27,,,,,,,undergraduate,10,"Language Modeling, Machine Translation, RNNs, and the Transformer",other->ml,,,,,
27,,,,,,,undergraduate,11,"SGD I: Temperature, Batch Size, Momentum and Adam",other->ml,,,,,
27,,,,,,,undergraduate,12,"SGD II: Gradient Flow, Langevin Dynamics and The SGD SDE",other->ml,,,,,
27,,,,,,,undergraduate,13,Information Theory,other->ml,,,,,
27,,,,,,,undergraduate,14,Generalization Theory,other->ml,,,,,
27,,,,,,,undergraduate,15,Generative Adversarial Networks (GANs),other->ml,,,,,
27,,,,,,,undergraduate,16,Variational Autoencoders,other->ml,,,,,
27,,,,,,,undergraduate,17,Vector Quantization and Multimodal Transformer Models,other->ml,,,,,
27,,,,,,,undergraduate,18,The Mathematics of Diffusion Models,other->ml,architecture->llm/foundation,,,,
27,,,,,,,undergraduate,19,The Practice of Diffusion Models,other->ml,architecture->llm/foundation,,,,
27,,,,,,,undergraduate,20,Mutual Information Coding,other->ml,,,,,
27,,,,,,,undergraduate,21,Reinforcement Learning (RL),other->ml,,,,,
27,,,,,,,undergraduate,22,"AlphaZero, muZero and AlphaStar",other->ml,,,,,
27,,,,,,,undergraduate,23,The Game of Diplomacy,other->ml,,,,,
27,,,,,,,undergraduate,24,Theorem Proving,other->ml,,,,,
27,,,,,,,undergraduate,25,The Foundations of Mathematics,other->ml,,,,,
27,,,,,,,undergraduate,26,AI Safety,safety,,,,,
28,UMass,Artificial Intelligence23-SP,Artificial Intelligence,https://people.cs.umass.edu/~sniekum/classes/383-S23/desc.php,23-SP,Artificial Intelligence23-SP.pdf,graduate,1,introduction,other->ml,,,,,
28,,,,,,,graduate,2,AI basics and ethics,ethics,,,,,
28,,,,,,,graduate,3,uninformed search,other->ml,,,,,
28,,,,,,,graduate,4,A* search and heuristics,other->ml,,,,,
28,,,,,,,graduate,5,president's day,none,,,,,
28,,,,,,,graduate,6,constraint satisfication problems,other->ml,threat model->physical->constrained,,,,
28,,,,,,,graduate,7,CSPs 2: local search,other->ml,,,,,
28,,,,,,,graduate,8,game trees: minimax,other->ml,,,,,
28,,,,,,,graduate,9,game trees: expectimax utilties,other->ml,,,,,
28,,,,,,,graduate,10,markov decision processes,other->ml,,,,,
28,,,,,,,graduate,11,spring break,none,,,,,
28,,,,,,,graduate,12,spring break,none,,,,,
28,,,,,,,graduate,13,markov decision processes,other->ml,,,,,
28,,,,,,,graduate,14,reinforcement learning 2,other->ml,architecture->reinforcement learning,,,,
28,,,,,,,graduate,15,probabilty,other->ml,,,,,
28,,,,,,,graduate,16,midterm exam,none,,,,,
28,,,,,,,graduate,17,intro to ML and Bayes Nets: representation,other->ml,,,,,
28,,,,,,,graduate,18,Bayes Nets: Independence,other->ml,,,,,
28,,,,,,,graduate,19,Bayes Nets: Inference,other->ml,,,,,
28,,,,,,,graduate,20,holiday,none,,,,,
28,,,,,,,graduate,21,Bayes Nets: Sampling,other->ml,,,,,
28,,,,,,,graduate,22,Hidden Markov Models,other->ml,,,,,
28,,,,,,,graduate,23,Particle Filters and HMM applications,other->ml,,,,,
28,,,,,,,graduate,24,decision diagrams / VPI,other->ml,,,,,
28,,,,,,,graduate,25,ML: Naive Bayes,other->ml,,,,,
28,,,,,,,graduate,26,ML: Perceptrons,other->ml,,,,,
28,,,,,,,graduate,27,ML: Kernels and Clustering,other->ml,,,,,
28,,,,,,,graduate,28,ML: Deep Learning,other->ml,,,,,
28,,,,,,,graduate,29,Advanced Applications,other->ml,,,,,
28,,,,,,,graduate,30,final exam,none,,,,,
29,UMass,Introduction to Computer & Network Security25-FL,Introduction to Computer & Network Security,https://infosec.cs.umass.edu/content/compsci-560-introduction-computer-network-security-0,25-FL,Introduction to Computer & Network Security25-FL.pdf,graduate,1,fundamentals,other->sec,,,,,
29,,,,,,,graduate,2,application cryptography,other->sec,,,,,
29,,,,,,,graduate,3,"Applications: Protecting users, data, and services",other->sec,,,,,
29,,,,,,,graduate,4,Fundamentals of Computer Networking,other->sec,,,,,
29,,,,,,,graduate,5,Network security,other->sec,,,,,
29,,,,,,,graduate,6,Malware: Viruses and Rootkits,safety,,,,,
29,,,,,,,graduate,7,Threats and Mitigation,other->sec,,,,,
29,,,,,,,graduate,8,Anonymous Communications,other->sec,,,,,
29,,,,,,,graduate,9,"Software Security techniques, fuzzing",safety,,,,,
29,,,,,,,graduate,10,Wrap up & Review ,none,,,,,
29,,,,,,,graduate,11,Wrap up & Review ,none,,,,,
30,UMass,Machine Learning,Machine Learning,https://people.cs.umass.edu/~mfiterau/teaching/COMPSCI589.html,,COMPSCI 589 Machine Learning.pdf,graduate,1,introduction to machine learning,other->ml,,,,,
30,,,,,,,graduate,2,probability and estimation,other->ml,,,,,
30,,,,,,,graduate,3,naive bayes,other->ml,,,,,
30,,,,,,,graduate,4,linear discriminant analysis,other->ml,,,,,
30,,,,,,,graduate,5,logistic regression,other->ml,,,,,
30,,,,,,,graduate,6,generalization and evaluation,other->ml,,,,,
30,,,,,,,graduate,7,support vector machines,other->ml,,,,,
30,,,,,,,graduate,8,ensemble methods,other->ml,,,,,
30,,,,,,,graduate,9,"linear regression, ridge, and lasso",other->ml,,,,,
30,,,,,,,graduate,10,regression trees and smoothing,other->ml,,,,,
30,,,,,,,graduate,11,neural networks and deep learning,other->ml,,,,,
30,,,,,,,graduate,12,backpropagation and sequential neural networks,other->ml,,,,,
30,,,,,,,graduate,13,linear dimensionality reduction and SVD,other->ml,,,,,
30,,,,,,,graduate,14,principal omponents analysis,other->ml,,,,,
30,,,,,,,graduate,15,"sparse coding, NMF, ICA, and Kernel PCA",other->ml,,,,,
30,,,,,,,graduate,16,clustering 1,other->ml,,,,,
30,,,,,,,graduate,17,clustering 2,other->ml,,,,,
31,UMass,Artificial Intelligence19-SP,Artificial Intelligence,https://people.cs.umass.edu/~mfiterau/teaching/S19-COMPSCI683.html,19-SP,COMPSCI 683 Graduate Artificial Intelligence - Spring 2019.pdf,graduate,1,introduction,other->ml,,,,,
31,,,,,,,graduate,2,problem solving as search,other->ml,,,,,
31,,,,,,,graduate,3,abstraction and hierarchical search,other->ml,,,,,
31,,,,,,,graduate,4,local search,other->ml,,,,,
31,,,,,,,graduate,5,resource-bounded search techniques,other->ml,,,,,
31,,,,,,,graduate,6,adversarial search,other->ml,,,,,
31,,,,,,,graduate,7,constraint satisfaction,other->ml,threat model->physical->constrained,,,,
31,,,,,,,graduate,8,constraint satisfaction,other->ml,threat model->physical->constrained,,,,
31,,,,,,,graduate,9,no class,none,,,,,
31,,,,,,,graduate,10,principles of knowledge represation and reasoning,other->ml,,,,,
31,,,,,,,graduate,11,inference in propositional logic,other->ml,,,,,
31,,,,,,,graduate,12,Inference in first order logic.,other->ml,,,,,
31,,,,,,,graduate,13,probabilitic reasoning using bayesian networks,other->ml,,,,,
31,,,,,,,graduate,14,eact inference in belief networks,other->ml,,,,,
31,,,,,,,graduate,15,no class,none,,,,,
31,,,,,,,graduate,16,no class,none,,,,,
31,,,,,,,graduate,17,approximate inference in belief networks,other->ml,,,,,
31,,,,,,,graduate,18,project pitches or midterm,other->ml,,,,,
31,,,,,,,graduate,19,decision theory,other->ml,,,,,
31,,,,,,,graduate,20,decision networks,other->ml,,,,,
31,,,,,,,graduate,21,planning,other->ml,,,,,
31,,,,,,,graduate,22,planning under uncertainty,other->ml,,,,,
31,,,,,,,graduate,23,POMDPs,other->ml,,,,,
31,,,,,,,graduate,24,reinforcement learning,other->ml,architecture->reinforcement learning,,,,
31,,,,,,,graduate,25,deep reinforcement learning,other->ml,architecture->reinforcement learning,,,,
31,,,,,,,graduate,26,multi-agent systems,other->ml,architecture->agent,,,,
31,,,,,,,graduate,27,advanced topic 1,other->ml,,,,,
31,,,,,,,graduate,28,advanced topic 2,other->ml,,,,,
31,,,,,,,graduate,29,recap,other,,,,,
32,WashingtonU,Introduction to Computer Security20-FL,Introduction to Computer Security,https://cybersecurity.seas.wustl.edu/ning/teaching/F21cse433s/index.html,20-FL,Introduction to Computer Security20-FL.pdf,undergraduate,1,"course overview, network attacks",security,,,,,
32,,,,,,,undergraduate,2,"SEEDLAB-TCP/IP attack, stream cipher",security,,,,,
32,,,,,,,undergraduate,3,"blockcipher, SEEDLAB - secret key",security,,,,,
32,,,,,,,undergraduate,4,"message integrity, hash function, authenticated encryption",security,,,,,
32,,,,,,,undergraduate,5,"SEEDLAB-MD5 checksum, public key",security,,,,,
32,,,,,,,undergraduate,6,"network security - protocol, PKI, TLS, HTTPS",security,,,,,
32,,,,,,,undergraduate,7,"blockchain, authentication, access control, exam review",security,,,,,
32,,,,,,,undergraduate,8,"mid-term 1, course project overview",none,,,,,
32,,,,,,,undergraduate,9,"privacy, mobile security, cyber-physical security",privacy,,,,,
32,,,,,,,undergraduate,10,machine learning security and adversarial AI lab,general ml & security,,,,,
32,,,,,,,undergraduate,11,"software security, SEEDLAB - bufferoverflow",security,,,,,
32,,,,,,,undergraduate,12,Software Security - Overview of Attack and Defense,security,,,,,
32,,,,,,,undergraduate,13,"System Security, SEEDLAB - Race condition",security,,,,,
32,,,,,,,undergraduate,14,TBD & Final Project Presentation,none,,,,,
33,WashingtonU,introduction to Machine Learning20-SM,introduction to Machine Learning,https://courses.cs.washington.edu/courses/cse416/20su/,20-SM,introduction to Machine Learning20-SM.pdf,undergraduate,1,linear regression,other->ml,,,,,
33,,,,,,,undergraduate,2,assessing performance,other->ml,,,,,
33,,,,,,,undergraduate,3,course infrastructure / pandas,other->ml,,,,,
33,,,,,,,undergraduate,4,regularization: ridge,other->ml,,,,,
33,,,,,,,undergraduate,5,"regularization: LASSO, feature selection",other->ml,,,,,
33,,,,,,,undergraduate,6,gradient descent,other->ml,,,,,
33,,,,,,,undergraduate,7,classifcation,other->ml,,,,,
33,,,,,,,undergraduate,8,MLE / logistic regression,other->ml,,,,,
33,,,,,,,undergraduate,9,classification / logic regression,other->ml,,,,,
33,,,,,,,undergraduate,10,naive bayes / decision trees,other->ml,,,,,
33,,,,,,,undergraduate,11,ensemble methods,other->ml,,,,,
33,,,,,,,undergraduate,12,trees and ensemble models,other->ml,,,,,
33,,,,,,,undergraduate,13,precision + recall / KNN,other->ml,,,,,
33,,,,,,,undergraduate,14,kernel methods,other->ml,,,,,
33,,,,,,,undergraduate,15,kaggle setup,other->ml,,,,,
33,,,,,,,undergraduate,16,clustering ,other->ml,,,,,
33,,,,,,,undergraduate,17,hierarchical clustering ,other->ml,,,,,
33,,,,,,,undergraduate,18,"numpy, variable encoding, and clustering",other->ml,,,,,
33,,,,,,,undergraduate,19,neural networks and deep learning,other->ml,,,,,
33,,,,,,,undergraduate,20,deep learning,other->ml,,,,,
33,,,,,,,undergraduate,21,deep learning,other->ml,,,,,
33,,,,,,,undergraduate,22,PCA / recommender system intro,other->ml,,,,,
33,,,,,,,undergraduate,23,recommender systems / matrix factorization,other->ml,,,,,
33,,,,,,,undergraduate,24,PCA recommender systems,other->ml,,,,,
33,,,,,,,undergraduate,25,explainability in machine learning,explainability,,,,,
33,,,,,,,undergraduate,26,final exam,none,,,,,
33,,,,,,,undergraduate,27,no section,none,,,,,
34,Northwestern ,Machine Learning21-FL,Machine Learning,https://nucs-349-fall21.github.io/,21-FL,Machine Learning21-FL.pdf,undergraduate,1,no class,none,,,,,
34,,,,,,,undergraduate,2,intro to ML,other->ml,,,,,
34,,,,,,,undergraduate,3,P-norms and distance measures,other->ml,,,,,
34,,,,,,,undergraduate,4,nearest neighbor classifier,other->ml,,,,,
34,,,,,,,undergraduate,5,linear and polynomial regression,other->ml,,,,,
34,,,,,,,undergraduate,6,linear discriminant,other->ml,,,,,
34,,,,,,,undergraduate,7,decision trees,other->ml,,,,,
34,,,,,,,undergraduate,8,measuring error,other->ml,,,,,
34,,,,,,,undergraduate,9,gradient descent,other->ml,,,,,
34,,,,,,,undergraduate,10,multilayer perceptrons and backprop,other->ml,,,,,
34,,,,,,,undergraduate,11,convolutional networks,other->ml,,,,,
34,,,,,,,undergraduate,12,convolutional networks,other->ml,,,,,
34,,,,,,,undergraduate,13,clustering,other->ml,,,,,
34,,,,,,,undergraduate,14,expectation maximization,other->ml,,,,,
34,,,,,,,undergraduate,15,graphical models,other->ml,,,,,
34,,,,,,,undergraduate,16,graphical models,other->ml,,,,,
34,,,,,,,undergraduate,17,hidden Markov Models,other->ml,,,,,
34,,,,,,,undergraduate,18,causal graphical models,other->ml,,,,,
34,,,,,,,undergraduate,19,reinforcement learning,other->ml,architecture->reinforcement learning,,,,
34,,,,,,,undergraduate,20,no class,none,,,,,
34,,,,,,,undergraduate,21,"fairness, accountability, tranparency, and ethics",fairness,ethics,,,,
34,,,,,,,undergraduate,22,current research topics in ML,other->ml,,,,,
34,,,,,,,undergraduate,23,current research topics in ML,other->ml,,,,,
34,,,,,,,undergraduate,24,no class,none,,,,,
35,Indiana Univeristy,Introduction to the Mathematics of Cybersecurity — INFO-I231 _ CSCI-C231,Introduction to mathematics of cybersecurity,https://rrose1.github.io/c231-site/,,Introduction to the Mathematics of Cybersecurity — INFO-I231 _ CSCI-C231.pdf,undergraduate,1,division algorithm,security,,,,,
35,,,,,,,undergraduate,2,extended euclidean algorithm and sieve of eratostheness,security,,,,,
35,,,,,,,undergraduate,3,additive ciphers,security,,,,,
35,,,,,,,undergraduate,4,keyword ciphers,security,,,,,
35,,,,,,,undergraduate,5,let's be clever and crack the cipher,security,,,,,
35,,,,,,,undergraduate,6,permutations and combinations,security,,,,,
35,,,,,,,undergraduate,7,cryptanalysis of the vigenere cipher,security,,,,,
35,,,,,,,undergraduate,8,basic matrix operations,security,,,,,
35,,,,,,,undergraduate,9,matrix inverses,security,,,,,
35,,,,,,,undergraduate,10,hill system,security,,,,,
35,,,,,,,undergraduate,11,modular exponentiation,security,,,,,
35,,,,,,,undergraduate,12,pain RSA,security,,,,,
36,Virginia Tech,Machine Learning22-SP,Machine Learning,https://yangfengji.net/uva-ml-course/,22-SP,Machine Learning22-SP.pdf,undergraduate,1,course information,other->ml,,,,,
36,,,,,,,undergraduate,2,introduction to learning theory,other->ml,,,,,
36,,,,,,,undergraduate,3,linear predictors,other->ml,,,,,
36,,,,,,,undergraduate,4,model complexity,other->ml,,,,,
36,,,,,,,undergraduate,5,VC dimension,other->ml,,,,,
36,,,,,,,undergraduate,6,SVMs and kernel method,other->ml,,,,,
36,,,,,,,undergraduate,7,model selection and validation,other->ml,,,,,
36,,,,,,,undergraduate,8,neural networks and deep learning,other->ml,,,,,
36,,,,,,,undergraduate,9,optimization methods,other->ml,,,,,
36,,,,,,,undergraduate,10,CNNs and RNNs,other->ml,,,,,
36,,,,,,,undergraduate,11,generative models,other->ml,architecture->generative model,,,,
36,,,,,,,undergraduate,12,clustering,other->ml,,,,,
36,,,,,,,undergraduate,13,dimensionality reduction,other->ml,,,,,
36,,,,,,,undergraduate,14,final project presentation,none,,,,,
37,Duke,Intro to Artificial Intelligence24-SP,Intro to Artificial Intelligence,https://sites.duke.edu/compsci_370d_001_sp24/schedule/,24-SP,Intro to Artificial Intelligence24-SP.pdf,undergraduate,1,intro to AI,other->ml,,,,,
37,,,,,,,undergraduate,2,no lecture,none,,,,,
37,,,,,,,undergraduate,3,uninformed search,other->ml,,,,,
37,,,,,,,undergraduate,4,A* search and heuristics,other->ml,,,,,
37,,,,,,,undergraduate,5,game trees 1,other->ml,,,,,
37,,,,,,,undergraduate,6,game trees 2,other->ml,,,,,
37,,,,,,,undergraduate,7,MDPs 1,other->ml,,,,,
37,,,,,,,undergraduate,8,MDPs 2,other->ml,,,,,
37,,,,,,,undergraduate,9,RL 1,other->ml,architecture->reinforcement learning,,,,
37,,,,,,,undergraduate,10,RL 2,other->ml,architecture->reinforcement learning,,,,
37,,,,,,,undergraduate,11,overview of ML,other->ml,,,,,
37,,,,,,,undergraduate,12,naive bayes,other->ml,,,,,
37,,,,,,,undergraduate,13,regression,other->ml,,,,,
37,,,,,,,undergraduate,14,gradient based methods,other->ml,,,,,
37,,,,,,,undergraduate,15,midterm 1,other->ml,,,,,
37,,,,,,,undergraduate,16,no lecture,none,,,,,
37,,,,,,,undergraduate,17,no lecture,none,,,,,
37,,,,,,,undergraduate,18,neural networks 1,other->ml,,,,,
37,,,,,,,undergraduate,19,neural networks 2,other->ml,,,,,
37,,,,,,,undergraduate,20,resampling methods,other->ml,,,,,
37,,,,,,,undergraduate,21,regularization,other->ml,,,,,
37,,,,,,,undergraduate,22,tree-based methods,other->ml,,,,,
37,,,,,,,undergraduate,23,ensemble methods,other->ml,,,,,
37,,,,,,,undergraduate,24,SVM,other->ml,,,,,
37,,,,,,,undergraduate,25,unsupervised learning,other->ml,,,,,
37,,,,,,,undergraduate,26,midterm 2,none,,,,,
37,,,,,,,undergraduate,27,guest lecture,none,,,,,
37,,,,,,,undergraduate,28,conclusion,none,,,,,
37,,,,,,,undergraduate,29,final exam,none,,,,,
38,Duke,Elements of Machine Learning21-FL,Elements of Machine Learning,https://courses.cs.duke.edu/fall21/compsci371d/syllabus.html,21-FL,Elements of Machine Learning-Duke,undergraduate,1,overview and logisitics,other->ml,,,,,
38,,,,,,,undergraduate,2,functions and data fitting,other->ml,,,,,
38,,,,,,,undergraduate,3,machine learning concepts,other->ml,,,,,
38,,,,,,,undergraduate,4,nearest neighbor predictors,other->ml,,,,,
38,,,,,,,undergraduate,5,function optimization,other->ml,,,,,
38,,,,,,,undergraduate,6,linear predictors part 1,other->ml,,,,,
38,,,,,,,undergraduate,7,linear predictors part 2,other->ml,,,,,
38,,,,,,,undergraduate,8,validation and testing,safety,,,,,
38,,,,,,,undergraduate,9,support vector machines ,other->ml,,,,,
38,,,,,,,undergraduate,10,kernel,other->ml,,,,,
38,,,,,,,undergraduate,11,decision trees and forests,other->ml,,,,,
38,,,,,,,undergraduate,12,neural networks,other->ml,,,,,
38,,,,,,,undergraduate,13,training neural networks,other->ml,,,,,
38,,,,,,,undergraduate,14,improving generalization,other->ml,,,,,
38,,,,,,,undergraduate,15,topics not covered,none,,,,,
39,Georgia Tech,Introduction to Information Security25-SP,Introduction to Information Security,CS 3235 - Course Schedule,25-SP,Introduction to Information Security25-SP.pdf,undergraduate,1,"Course overview, thinking like an attacker, threat models",other->sec,,,,,
39,,,,,,,undergraduate,2,"Machine organization, basic stack smashing",other->soft sec,,,,,
39,,,,,,,undergraduate,3,"Software Security 2
Advanced stack smashing and countermeasures",other->soft sec,,,,,
39,,,,,,,undergraduate,4,"OS Security and Access Control
Secure system principles, access control, process and memory isolation",other->os sec,,,,,
39,,,,,,,undergraduate,5,"Isolation and Sandboxing
Syscalls and interposition, jails, Docker, VMs, hypervisors",other->sandbox,,,,,
39,,,,,,,undergraduate,6,"Hashing
Applications, definitions, birthday, life cycle, common examples",other->cryptography,,,,,
39,,,,,,,undergraduate,7,"Integrity
MAC, HMAC, length extension attacks",other->cryptography,,,,,
39,,,,,,,undergraduate,8,"Symmetric Crypto
OTP, block ciphers, DES history, AES internals",other->cryptography,,,,,
39,,,,,,,undergraduate,9,"Combining Integrity and Confidentiality
Block cipher modes, malleability, padding oracles, AEAD",other->cryptography,,,,,
39,,,,,,,undergraduate,10,"DH and Key Exchange
Modular arithmetic, DH, key management, MITM attacks",other->cryptography,,,,,
39,,,,,,,undergraduate,11,"RSA and Attacks on Protocols, Building a Secure Channel",other->cryptography,,,,,
39,,,,,,,undergraduate,12,"The Web Platform
HTTP, HTML, DOM, JavaScript, same-origin policy",other->web sec,,,,,
39,,,,,,,undergraduate,13,"Web Attacks and Defenses
CSRF, SQL injection, XSS attacks and defenses",other->web sec,,,,,
39,,,,,,,undergraduate,14,"HTTPS and the Web PKI
TLS, certificates, PKI",other->web sec,,,,,
39,,,,,,,undergraduate,15,"HTTPS Attacks and Defenses
TLS, certificates, PKI",other->web sec,,,,,
39,,,,,,,undergraduate,16,"Networking 101
Social engineering, attacks on CAs, protocol & implementation issues",other->net sec,,,,,
39,,,,,,,undergraduate,17,"Networking 102
OSI model, link- through transport-layer attacks",other->net sec,,,,,
39,,,,,,,undergraduate,18,"Network Defenses
TCP/UDP, application-layer protocols and attacks",other->net sec,,,,,
39,,,,,,,undergraduate,19,"Malware
Types of malware, infection methods, C&C, case studies",other->sec,,,,,
39,,,,,,,undergraduate,20,"Authentication
Passwords, CAPTCHAs, 2FA, biometrics",other->sec,,,,,
39,,,,,,,undergraduate,21,"Privacy and Anonymity
Fingerprinting, k-anonymity, Tor, CFAA, ethics",safety,,,,,
39,,,,,,,undergraduate,22,"Digital Forensics
Imaging, techniques for analysis, countermeasures for forensics",other->forensics,,,,,
39,,,,,,,undergraduate,23,Physical Security,threat model->physical,security,,,,
39,,,,,,,undergraduate,24,Ethics,ethics,,,,,
39,,,,,,,undergraduate,25,Exam Review,none,,,,,
39,,,,,,,undergraduate,26,Guest lecture about security in Machine Learning,general ml & security,,,,,
40,Georgia Tech,Artificial Intelligence24-FL,Artificial Intelligence,https://docs.google.com/document/u/1/d/e/2PACX-1vTh9VQ0EuA_9wcZTwOHRkWmYgExPtM5bnwRTnm57iukemMpxm0nc3nWtmOYWdqzkg/pub,24-FL,Artificial Intelligence24-FL-GT.pdf,undergraduate,1,Introductions; Logistics; Search,other->ml,,,,,
40,,,,,,,undergraduate,2,Simulated Annealing and Local Search,other->ml,,,,,
40,,,,,,,undergraduate,3,Game Playing through Depth-limited Search; play each other in Isolation,other->ml,,,,,
40,,,,,,,undergraduate,4,Game Playing through the end,other->ml,,,,,
40,,,,,,,undergraduate,5,Constraint Satisfaction,other->ml,threat model->physical,,,,
40,,,,,,,undergraduate,6,Probability and Bayes Nets,other->ml,,,,,
40,,,,,,,undergraduate,7,Bayes Nets and Intro to ML;,other->ml,,,,,
40,,,,,,,undergraduate,8,ML through Random Forests,other->ml,,,,,
40,,,,,,,undergraduate,9,Feedback and Discussion,other->ml,,,,,
40,,,,,,,undergraduate,10,ML to end,other->ml,,,,,
40,,,,,,,undergraduate,11,Pattern Recognition through Time through New Observation Sequence for “We”;,other->ml,,,,,
40,,,,,,,undergraduate,12,Pattern Recognition through Time to end; Chapter 1 “The Fundamentals of HTK”;,other->ml,,,,,
40,,,,,,,undergraduate,13,Logic & Planning;,other->ml,,,,,
40,,,,,,,undergraduate,14,Logic & Planning; Overflow from previous weeks,other->ml,,,,,
40,,,,,,,undergraduate,15,Thanksgiving (28 Nov Lecture - Holiday),none,,,,,
40,,,,,,,undergraduate,16,Final Exam,none,,,,,
41,Georgia Tech,"AI, Ethics, and Society24-FL","AI, Ethics, and Society",https://omscs.gatech.edu/sites/default/files/documents/Syllabi/CS%206603%202024-3.pdf,24-FL,"AI, Ethics, and Society24-FL.pdf",undergraduate,1,"data individuals, and society introduction",other->ml,,,,,
41,,,,,,,undergraduate,2,overview,other->ml,,,,,
41,,,,,,,undergraduate,3,ethics v.s. law,other->ml,,,,,
41,,,,,,,undergraduate,4,data collection,other->ml,,,,,
41,,,,,,,undergraduate,5,fairness and bias,fairness,,,,,
41,,,,,,,undergraduate,6,BS of big data & stats 101 overview,other->ml,,,,,
41,,,,,,,undergraduate,7,python and stats 101,other->ml,,,,,
41,,,,,,,undergraduate,8,descriptive statistics,other->ml,,,,,
41,,,,,,,undergraduate,9,inferential statistics: sampling bias,other->ml,,,,,
41,,,,,,,undergraduate,10,inferential statistics: causation v.s. correlation,other->ml,,,,,
41,,,,,,,undergraduate,11,inferential statistics: confidence,other->ml,,,,,
41,,,,,,,undergraduate,12,AI/ML techniques: facial recognition,other->ml,,,,,
41,,,,,,,undergraduate,13,bias in facial recognition,fairness,,,,,
41,,,,,,,undergraduate,14,AI/ML techniques: predictive algorithms,other->ml,,,,,
41,,,,,,,undergraduate,15,crime-based predictive algorithms,safety,,,,,
41,,,,,,,undergraduate,16,bias in predictive algorithms,fairness,,,,,
41,,,,,,,undergraduate,17,fairness and bias,fairness,,,,,
41,,,,,,,undergraduate,18,fairness and biasm assessment tools,fairness,,,,,
41,,,,,,,undergraduate,19,AI/ML techniques for Bias mitigation,fairness,,,,,
41,,,,,,,undergraduate,20,"AI, society, and ethics wrap-up",ethics,,,,,
41,,,,,,,undergraduate,21,final exam,none,,,,,
