author,2020,2021,2022,2023,2024
Ruoming Jin,0,0,0,0,2
Yelong Shen,0,0,0,0,2
Zitao Chen,0,0,0,0,4
Shiming Wang,0,0,0,0,2
Zhe Ji,0,0,0,0,2
Liyao Xiang,0,0,0,0,2
Hao Zhang,0,0,0,0,2
Xinbing Wang,0,0,0,0,2
Chenghu Zhou,0,0,0,0,2
Hui Xia,0,0,0,0,2
Zi Kang,0,0,0,0,2
Shuliang Jiang,0,0,0,0,2
Shuo Xu,0,0,0,0,2
Xuancun Lu,0,0,0,0,2
Zihan Zeng,0,0,0,0,2
Chengkun Wei,0,0,0,0,2
Wenlong Meng,0,0,0,0,2
Minghu Zhao,0,0,0,0,2
Wenjing Fang,0,0,0,0,2
Lei Wang,0,0,0,0,2
Zihui Zhang,0,0,0,0,2
Wenzhi Chen,0,0,0,0,2
Yuqi Qing,0,0,0,0,2
Qilei Yin,0,0,0,0,2
Yihao Chen,0,0,0,0,2
Guy Amit,0,0,0,0,2
Moshe Levy,0,0,0,0,2
Hongsheng Hu,0,0,0,0,8
Jiamin Chang,0,0,0,0,6
Haonan Zhong,0,0,0,0,4
Shuang Hao,0,0,0,0,4
Ge Ren,0,0,0,0,2
Gaolei Li,0,0,0,0,2
Shenghong Li,0,0,0,0,2
Jan König,0,0,0,0,2
Christian Kanzow,0,0,0,0,2
Yuan Sun,0,0,0,0,2
Jiani Liu,0,0,0,0,2
Alessandro Pegoraro,0,0,0,0,8
Chang Liu,0,0,0,0,2
Xi Yang,0,0,0,0,2
Weiming Zhang,0,0,0,0,2
Nenghai Yu,0,0,0,0,2
Yimiao Zeng,0,0,0,0,2
Hanqing Hu,0,0,0,0,2
Xiaofan Bai,0,0,0,0,2
Andrey Labunets,0,0,0,0,2
Earlence Fernandes,0,0,0,0,2
Daniela Lopes,0,0,0,0,2
Jin-Dong Dong,0,0,0,0,2
Pedro Medeiros,0,0,0,0,2
Daniel Castro,0,0,0,0,2
Diogo Barradas,0,0,0,0,2
Bernardo Portela,0,0,0,0,2
João Vinagre,0,0,0,0,2
Bernardo Ferreira,0,0,0,0,2
Nicolas Christin,0,0,0,0,2
Nuno Santos,0,0,0,0,2
Yue Xiao,0,0,0,0,2
Yi He,0,0,0,0,2
He Zhang,0,0,0,0,2
Xiangwen Yang,0,0,0,0,2
Shirui Pan,0,0,0,0,4
Neo Eyal,0,0,0,0,2
Chunpeng Ge,0,0,0,0,2
Sri Hrushikesh Varma Bhupathiraju,0,0,0,0,2
Michael Clifford,0,0,0,0,2
Yi Liu,0,0,0,0,2
Kailong Wang,0,0,0,0,2
Ying Zhang,0,0,0,0,2
Zefeng Li,0,0,0,0,2
Haoyu Wang,0,0,0,0,2
Pan Li,0,0,0,0,4
Shenchen Zhu,0,0,0,0,6
Fan Xiang,0,0,0,0,2
Yuling Cai,0,0,0,0,2
Yingjun Zhang,0,0,0,0,4
Hengzhi Pei,0,0,0,0,2
Ayomide Akinsanya,0,0,0,0,2
Tegan Brennan,0,0,0,0,2
Sayak Saha Roy,0,0,0,0,2
Poojitha Thota,0,0,0,0,2
Krishna Vamsi Naragam,0,0,0,0,2
Shirin Nilizadeh,0,0,0,0,2
Xiangtao Meng,0,0,0,0,2
Lei Ju,0,0,0,0,2
Qingchuan Zhao,0,0,0,0,2
Aravind Cheruvu,0,0,0,0,2
Shravya Kanchi,0,0,0,0,2
Taejoong Chung,0,0,0,0,2
Peng Gao,0,0,0,0,2
Zilong Lin,0,0,0,0,4
Zhengyi Li,0,0,0,0,2
Daniel Paleka,0,0,0,0,2
Will Pearce,0,0,0,0,2
Hyrum S. Anderson,0,0,0,0,2
Kurt Thomas,0,0,0,0,2
Stanley Wu,0,0,0,0,2
Saad Ullah,0,0,0,0,2
Mingji Han,0,0,0,0,2
Saurabh Pujar,0,0,0,0,2
Ayse K. Coskun,0,0,0,0,2
Wei Dai,0,0,0,0,4
Andre Manoel,0,0,0,0,2
Xavier Fernandes,0,0,0,0,2
Anant Kharkar,0,0,0,0,2
Ben Zorn,0,0,0,0,2
Seonhye Park,0,0,0,0,2
Doowon Kim,0,0,0,0,4
Zhuo Ma,0,0,0,0,2
Yilong Yang,0,0,0,0,2
Tong Yang,0,0,0,0,2
Xinjing Liu,0,0,0,0,2
Teng Li,0,0,0,0,2
Yao Ma,0,0,0,0,2
Andrew Yuan,0,0,0,0,2
Cheng Tan,0,0,0,0,2
Jie Wan,0,0,0,0,4
Jianhao Fu,0,0,0,0,2
Lijin Wang,0,0,0,0,4
Ziqi Yang,0,0,0,0,4
Joshua C. Zhao,0,0,0,0,2
Atul Sharma,0,0,0,0,2
Ahmed Roushdy Elkordy,0,0,0,0,2
Yahya H. Ezzeldin,0,0,0,0,2
Salman Avestimehr,0,0,0,0,2
Saurabh Bagchi,0,0,0,0,2
Sarthak Choudhary,0,0,0,0,2
Matan Ben-Tov,0,0,0,0,2
Daniel Deutch,0,0,0,0,2
Nave Frost,0,0,0,0,2
Sambuddha Roy,0,0,0,0,2
Yuwei Wang,0,0,0,0,2
Peng Huang,0,0,0,0,4
Xiaodong Lin,0,0,0,0,2
Li Lu,0,0,0,0,6
Jiahe Lan,0,0,0,0,2
Baochen Yan,0,0,0,0,2
Zheng Yan,0,0,0,0,2
Ruiwen He,0,0,0,0,2
Junning Ze,0,0,0,0,2
Sunpill Kim,0,0,0,0,2
Yong Kiam Tan,0,0,0,0,2
Bora Jeong,0,0,0,0,2
Soumik Mondal,0,0,0,0,2
Khin Mi Mi Aung,0,0,0,0,2
Jae Hong Seo,0,0,0,0,2
Yingqi Li,0,0,0,0,2
Haodi Wang,0,0,0,0,2
Kai Dong,0,0,0,0,2
Zhilei Zhu,0,0,0,0,2
Haotong Qin,0,0,0,0,2
Xiaolin Fang,0,0,0,0,2
Hang Wang,0,0,0,0,2
Zhen Xiang,0,0,0,0,2
David J. Miller,0,0,0,0,2
George Kesidis,0,0,0,0,2
Zhenting Wang,0,0,0,0,2
Xiaoxing Mo,0,0,0,0,2
Yechao Zhang,0,0,0,0,6
Leo Yu Zhang,0,0,0,0,6
Wei Luo,0,0,0,0,2
Nan Sun,0,0,0,0,2
Shang Gao,0,0,0,0,2
Kunbei Cai,0,0,0,0,2
Zhenkai Zhang,0,0,0,0,2
Chen Gong,0,0,0,0,4
Zhou Yang,0,0,0,0,2
Yunpeng Bai,0,0,0,0,2
Junda He,0,0,0,0,2
Jieke Shi,0,0,0,0,2
Kecen Li,0,0,0,0,2
Arunesh Sinha,0,0,0,0,2
Bowen Xu,0,0,0,0,2
Xinwen Hou,0,0,0,0,2
David Lo,0,0,0,0,2
Anuran Makur,0,0,0,0,2
Junjie Sun,0,0,0,0,2
Vasisht Duddu,0,0,0,0,4
N. Asokan,0,0,0,0,6
Ruikai Zhou,0,0,0,0,2
Kang Yang,0,0,0,0,2
Jun Xu,0,0,0,0,2
Jiachen Zhou,0,0,0,0,2
Liangming Xia,0,0,0,0,2
Zeyu Song,0,0,0,0,2
Md. Rafi Ur Rashid,0,0,0,0,2
Andrew C. Cullen,0,0,0,0,2
Paul Montague,0,0,0,0,4
Shijie Liu,0,0,0,0,2
Sarah M. Erfani,0,0,0,0,2
Benjamin I. P. Rubinstein,0,0,0,0,2
Alec F. Diallo,0,0,0,0,2
Paul Patras,0,0,0,0,2
Yanting Wang,0,0,0,0,2
Wei Zou,0,0,0,0,2
Bailin Pan,0,0,0,0,2
Sebastian Szyller,0,0,0,0,4
Ziqi Zhou,0,0,0,0,2
Minghui Li,0,0,0,0,4
Wei Liu,0,0,0,0,2
Wei Wan,0,0,0,0,4
Lulu Xue,0,0,0,0,2
Dezhong Yao,0,0,0,0,2
Ziqi Zhang,0,0,0,0,2
Yifeng Cai,0,0,0,0,2
Bingyan Liu,0,0,0,0,2
Yao Guo,0,0,0,0,2
Xiangqun Chen,0,0,0,0,2
Junyu Shi,0,0,0,0,2
Xiaogeng Liu,0,0,0,0,4
Yutong Wu,0,0,0,0,2
Qingjie Zhang,0,0,0,0,2
Yuan Zhou,0,0,0,0,2
Guowen Xu,0,0,0,0,2
Tillson Galloway,0,0,0,0,2
Kleanthis Karakolios,0,0,0,0,2
Zane Ma,0,0,0,0,2
Roberto Perdisci,0,0,0,0,2
Angelos Keromytis,0,0,0,0,2
Manos Antonakakis,0,0,0,0,2
Cheng Gongye,0,0,0,0,2
Yunsi Fei,0,0,0,0,2
Chamara Sandeepa,0,0,0,0,2
Bartlomiej Siniarski,0,0,0,0,2
Shen Wang,0,0,0,0,4
Madhusanka Liyanage,0,0,0,0,2
Yuhao Wu,0,0,0,0,2
Lakshmi Likhitha Mankali,0,0,0,0,2
Ozgur Sinanoglu,0,0,0,0,2
Satwik Patnaik,0,0,0,0,2
Hongyan Chang,0,0,0,0,2
Brandon Edwards,0,0,0,0,2
Anindya S. Paul,0,0,0,0,2
Qi Tan,0,0,0,0,2
Yi Zhao,0,0,0,0,2
Xiaobing Guo,0,0,0,0,2
Jiawei Li,0,0,0,0,2
Jian Mao,0,0,0,0,2
Jun Zeng,0,0,0,0,2
Qixiao Lin,0,0,0,0,2
Shaowen Feng,0,0,0,0,2
Zhenkai Liang,0,0,0,0,2
Matthew Joslin,0,0,0,0,2
Xian Wang,0,0,0,0,2
Nan Jiang,0,0,0,0,2
Bangjie Sun,0,0,0,0,2
Terence Sim,0,0,0,0,2
Jun Han,0,0,0,0,2
Xinyu Wang,0,0,0,0,2
Wen Wu,0,0,0,0,2
Xuemin (Sherman) Shen,0,0,0,0,2
Wei He,0,0,0,0,2
Zhaoyang Geng,0,0,0,0,2
Wenhao Wang,0,0,0,0,2
Najmeh Nazari,0,0,0,0,2
Hosein Mohammadi Makrani,0,0,0,0,2
Chongzhou Fang,0,0,0,0,2
Hossein Sayadi,0,0,0,0,2
Setareh Rafatirad,0,0,0,0,2
Khaled N. Khasawneh,0,0,0,0,2
Houman Homayoun,0,0,0,0,2
David Oygenblik,0,0,0,0,2
Carter Yagemann,0,0,0,0,2
Joseph Zhang,0,0,0,0,2
Arianna Mastali,0,0,0,0,2
Jeman Park,0,0,0,0,2
Brendan Saltaformaggio,0,0,0,0,2
Shenao Yan,0,0,0,0,2
Yue Duan,0,0,0,0,2
Ruisi Zhang,0,0,0,0,2
Shehzeen Samarah Hussain,0,0,0,0,2
Yuqi Jia,0,0,0,0,2
Runpeng Geng,0,0,0,0,2
Hongwei Li,0,0,0,0,2
Wenbo Jiang,0,0,0,0,2
Matthieu Meeus,0,0,0,0,2
Marek Rei,0,0,0,0,2
Jiacheng Li,0,0,0,0,2
Bruno Ribeiro,0,0,0,0,2
Jingjing Wang,0,0,0,0,2
Lin Long,0,0,0,0,2
Carter Slocum,0,0,0,0,2
Yicheng Zhang,0,0,0,0,2
Erfan Shayegani,0,0,0,0,2
Pedram Zaree,0,0,0,0,2
Nael B. Abu-Ghazaleh,0,0,0,0,2
Jiasi Chen,0,0,0,0,2
Bing Sun,0,0,0,0,2
Jun Sun,0,0,0,0,2
Wayne Koh,0,0,0,0,2
Bochuan Cao,0,0,0,0,2
Jinghui Chen,0,0,0,0,4
Jasper Stang,0,0,0,0,4
Pinji Chen,0,0,0,0,2
Ningping Mou,0,0,0,0,2
Changyue Li,0,0,0,0,2
Hao Lu,0,0,0,0,2
Liehuang Zhu,0,0,0,0,2
Tingwei Zhang,0,0,0,0,2
Rishi D. Jha,0,0,0,0,2
Nirav Diwan,0,0,0,0,2
Ying Yuan,0,0,0,0,2
Giovanni Apruzzese,0,0,0,0,2
Chenxin Sun,0,0,0,0,2
Kai Ye,0,0,0,0,2
Liangcai Su,0,0,0,0,2
Jiayi Zhang,0,0,0,0,2
Chenxiong Qian,0,0,0,0,2
Péter Horváth,0,0,0,0,2
Dirk Lauret,0,0,0,0,2
Zhuoran Liu,0,0,0,0,2
Lejla Batina,0,0,0,0,2
Wei Song,0,0,0,0,2
Cong Cong,0,0,0,0,2
Jingling Xue,0,0,0,0,2
Lu Yan,0,0,0,0,2
Matan Levi,0,0,0,0,2
Aryeh Kontorovich,0,0,0,0,2
Pranav Dahiya,0,0,0,0,2
Sihui Dai,0,0,0,0,2
Jonathan Petit,0,0,0,0,4
Ziqing Yang,0,0,0,0,2
Guoming Zhang,0,0,0,0,2
Xiaohui Ma,0,0,0,0,2
Huiting Zhang,0,0,0,0,2
Zhijie Xiang,0,0,0,0,2
Yanni Yang,0,0,0,0,2
Xiuzhen Cheng,0,0,0,0,2
Giuseppe Calderonio,0,0,0,0,2
Mir Masood Ali,0,0,0,0,2
Jason Polakis,0,0,0,0,2
Zhangchen Xu,0,0,0,0,2
Fengqing Jiang,0,0,0,0,2
Luyao Niu,0,0,0,0,2
Radha Poovendran,0,0,0,0,2
Songze Li,0,0,0,0,2
Yanbo Dai,0,0,0,0,2
Zirui Huang,0,0,0,0,2
Yunlong Mao,0,0,0,0,2
Niklas Risse,0,0,0,0,2
Marcel Böhme,0,0,0,0,2
Longfei Chen,0,0,0,0,2
Yi Rong,0,0,0,0,2
Yuxiao Wu,0,0,0,0,2
Hao Wang,0,0,0,0,2
Wende Tan,0,0,0,0,2
Andrés Fábrega,0,0,0,0,2
Armin Namavari,0,0,0,0,2
Rachit Agarwal,0,0,0,0,2
Thomas Ristenpart,0,0,0,0,2
Jiahao Yu,0,0,0,0,2
Xingwei Lin,0,0,0,0,2
Zheng Yu,0,0,0,0,2
Shunning Liang,0,0,0,0,2
Zach Cameron,0,0,0,0,2
Jian Cui,0,0,0,0,2
Yingjie Zhang,0,0,0,0,2
Guodong Cao,0,0,0,0,2
Yunhe Feng,0,0,0,0,2
Xiaowei Dong,0,0,0,0,2
Meenatchi Sundaram Muthu Selva Annamalai,0,0,0,0,2
Georgi Ganev,0,0,0,0,2
Kathrin Grosse,0,0,0,0,2
Lukas Bieringer,0,0,0,0,2
Tarek R. Besold,0,0,0,0,2
Alexandre Alahi,0,0,0,0,2
Rafael Uetz,0,0,0,0,2
Marco Herzog,0,0,0,0,2
Louis Hackländer,0,0,0,0,2
Simon Schwarz,0,0,0,0,2
Martin Henze,0,0,0,0,2
Tushar Nayan,0,0,0,0,2
Qiming Guo,0,0,0,0,2
Mohammed Alduniawi,0,0,0,0,2
Marcus Botacin,0,0,0,0,2
A. Selcuk Uluagac,0,0,0,0,2
Yuanxin Zhuang,0,0,0,0,2
Chuan Shi,0,0,0,0,2
Mengmei Zhang,0,0,0,0,2
Carlotta Segna,0,0,0,0,2
Minxue Tang,0,0,0,0,2
Anna Dai,0,0,0,0,2
Louis DiValentin,0,0,0,0,2
Aolin Ding,0,0,0,0,2
Amin Hass,0,0,0,0,2
Yiran Chen,0,0,0,0,2
Hai (Helen) Li,0,0,0,0,2
Veena Krish,0,0,0,0,2
Nicola Paoletti,0,0,0,0,2
Milad Kazemi,0,0,0,0,2
Scott A. Smolka,0,0,0,0,2
Brandon Wherry,0,0,0,0,2
Emet Bethany,0,0,0,0,2
Anthony Rios,0,0,0,0,2
Yiting Qu,0,0,0,0,2
Pascal Berrang,0,0,0,0,2
Yang Lou,0,0,0,0,2
Qun Song,0,0,0,0,2
Rui Tan,0,0,0,0,4
Wei-Bin Lee,0,0,0,0,2
Jianping Wang,0,0,0,0,2
Qingzhao Zhang,0,0,0,0,2
Shuowei Jin,0,0,0,0,2
Ruiyang Zhu,0,0,0,0,2
Xumiao Zhang,0,0,0,0,2
Baodong Chen,0,0,0,0,2
Pascal Sikorski,0,0,0,0,2
Syed Ghazanfar Abbas,0,0,0,0,2
Abdulellah Alsaheel,0,0,0,0,2
Arslan Khan,0,0,0,0,2
Guangsheng Zhang,0,0,0,0,2
Bo Liu,0,0,0,0,2
Huan Tian,0,0,0,0,2
Tianqing Zhu,0,0,0,0,2
Ming Ding,0,0,0,0,2
Wanlei Zhou,0,0,0,0,2
Jérémie Dentan,0,0,0,0,2
Arnaud Paran,0,0,0,0,2
Aymen Shabou,0,0,0,0,2
Edoardo Debenedetti,0,0,0,0,2
Shuaifan Jin,0,0,0,0,2
He Wang,0,0,0,0,2
Feng Xiao,0,0,0,0,2
Jiahui Hu,0,0,0,0,2
Wenwen Zhang,0,0,0,0,2
Weijie Fang,0,0,0,0,2
Shuhong Yuan,0,0,0,0,2
Benedikt Lorch,0,0,0,0,2
Rainer Böhme,0,0,0,0,2
Meng Chen,0,0,0,0,2
Xiangyu Xu,0,0,0,0,4
Kun Wang,0,0,0,0,2
Ying He,0,0,0,0,2
Bo Wang,0,0,0,0,2
Shigang Liu,0,0,0,0,2
Di Cao,0,0,0,0,2
Junae Kim,0,0,0,0,2
Tamas Abraham,0,0,0,0,2
Jun Zhang,0,0,0,0,2
Xiang Ling,0,0,0,0,2
Zhiyu Wu,0,0,0,0,2
Bin Wang,0,0,0,0,2
Wei Deng,0,0,0,0,2
Jingzheng Wu,0,0,0,0,2
Tianyue Luo,0,0,0,0,2
Yanjun Wu,0,0,0,0,2
